1970s#n	senseval2.d001.s037.t003	1970s%1:28:00::
base#v	senseval2.d001.s004.t004	base%2:31:00::
base#v	senseval2.d001.s091.t009	base%2:31:00::
base#v	semeval2007.d000.s028.t011	base%2:31:00::
base#v	semeval2015.d001.s000.t001	base%2:31:00::
base#v	semeval2015.d001.s003.t000	base%2:31:00::
base#v	semeval2015.d001.s010.t000	base%2:31:00::
base#v	semeval2015.d002.s006.t001	base%2:31:00::
basement#n	senseval3.d000.s082.t008	basement%1:06:00::
basic#a	senseval2.d001.s026.t009	basic%3:00:00::
basic#a	senseval2.d001.s027.t005	basic%3:00:00::
basic#a	senseval3.d001.s010.t003	basic%5:00:00:standard:01
basically#r	semeval2015.d001.s010.t001	basically%4:02:00::
basis#n	senseval2.d002.s075.t010	basis%1:09:00::
basis#n	semeval2013.d000.s002.t001	basis%1:09:00::
basis#n	semeval2015.d000.s003.t003	basis%1:24:00::
basis#n	semeval2015.d002.s013.t003	basis%1:24:01::
basket#n	semeval2007.d002.s027.t008	basket%1:06:00::
basket#n	semeval2007.d002.s042.t002	basket%1:06:00::
basket#n	semeval2007.d002.s050.t015	basket%1:06:00::
basket#n	semeval2013.d001.s005.t000	basket%1:04:00::
bath#n	senseval3.d000.s049.t007	bath%1:04:00::
battery#n	senseval2.d001.s048.t002	battery%1:14:01::
battle#n	semeval2013.d000.s017.t000	battle%1:04:02::
bay#n	senseval3.d002.s056.t002	bay%1:17:00::
bay#n	senseval3.d002.s062.t003	bay%1:17:00::
bear#v	senseval2.d001.s016.t001	bear%2:29:01::
bear_down#v	senseval3.d000.s110.t006	bear_down%2:33:03::
beat#n	senseval3.d002.s011.t006	beat%1:11:00::
beat#n	senseval3.d002.s011.t007	beat%1:11:00::
become#v	senseval2.d000.s032.t000	become%2:42:01::
become#v	senseval2.d001.s012.t003	become%2:30:00::
become#v	senseval2.d001.s019.t004	become%2:30:00::
become#v	senseval2.d001.s021.t003	become%2:30:00::
become#v	senseval2.d001.s059.t006	become%2:30:00::
become#v	senseval2.d002.s057.t006	become%2:42:01::
become#v	senseval3.d000.s105.t008	become%2:30:00::
become#v	senseval3.d000.s115.t001	become%2:30:00::
become#v	senseval3.d001.s022.t005	become%2:30:00::
become#v	semeval2007.d000.s003.t000	become%2:30:00::
become#v	semeval2007.d001.s005.t002	become%2:42:01::
become#v	semeval2007.d001.s010.t000	become%2:42:01::
become#v	semeval2007.d001.s017.t000	become%2:42:01::
become#v	semeval2007.d001.s026.t002	become%2:42:01::
bed#n	semeval2013.d005.s003.t006	bed%1:06:00::
beer#n	senseval3.d002.s106.t006	beer%1:13:00::
befall#v	semeval2007.d001.s020.t002	befall%2:30:01::
before#r	senseval2.d001.s019.t003	before%4:02:03::
before#r	semeval2015.d000.s017.t009	before%4:02:03::
before#r	semeval2015.d000.s025.t012	before%4:02:03::
beforehand#r	senseval2.d002.s041.t009	beforehand%4:02:00::
begin#v	senseval2.d000.s020.t003	begin%2:30:00::
begin#v	senseval2.d001.s027.t007	begin%2:30:00::
begin#v	senseval2.d001.s060.t002	begin%2:30:01::
begin#v	senseval2.d001.s061.t000	begin%2:30:00::
begin#v	senseval3.d000.s030.t002	begin%2:42:00::
begin#v	senseval3.d000.s045.t000	begin%2:30:00::
begin#v	senseval3.d000.s086.t001	begin%2:30:00::
begin#v	senseval3.d000.s095.t004	begin%2:42:00::
begin#v	senseval3.d000.s110.t000	begin%2:30:00::
begin#v	senseval3.d000.s119.t003	begin%2:30:00::
begin#v	senseval3.d002.s016.t002	begin%2:30:00::
begin#v	senseval3.d002.s103.t002	begin%2:30:00::
begin#v	semeval2007.d001.s000.t001	begin%2:42:03::
begin#v	semeval2007.d001.s013.t004	begin%2:30:01::
begin#v	semeval2007.d002.s025.t001	begin%2:42:04::
begin#v	semeval2015.d001.s041.t003	begin%2:42:02::
behalf#n	senseval2.d002.s036.t010	behalf%1:04:00::
behalf#n	semeval2013.d000.s022.t002	behalf%1:04:00::
behavior#n	senseval3.d001.s046.t007	behavior%1:04:01::
behavior#n	senseval3.d002.s072.t005	behavior%1:04:01::
behavior#n	semeval2013.d006.s002.t004	behavior%1:04:00::
behavior#n	semeval2013.d006.s009.t002	behavior%1:04:00::
behavior#n	semeval2013.d007.s019.t002	behavior%1:26:00::
behold#v	senseval3.d000.s106.t003	behold%2:39:00::
belfry#n	senseval2.d000.s010.t016	belfry%1:06:01::
belfry#n	senseval2.d000.s028.t002	belfry%1:06:00::
belfry#n	senseval2.d000.s034.t007	belfry%1:06:01::
belfry#n	senseval2.d000.s063.t008	belfry%1:06:00::
belief#n	senseval2.d002.s003.t008	belief%1:09:00::
belief#n	senseval2.d002.s004.t000	belief%1:09:00::
belief#n	senseval3.d001.s011.t003	belief%1:09:00::
believe#v	senseval2.d001.s013.t004	believe%2:31:00::
believe#v	senseval2.d001.s017.t009	believe%2:31:04::
believe#v	senseval2.d001.s055.t003	believe%2:31:03::
believe#v	senseval2.d001.s058.t000	believe%2:31:03::
believe#v	senseval2.d001.s087.t000	believe%2:31:03::
believe#v	senseval2.d002.s070.t001	believe%2:31:03::
believe#v	senseval3.d000.s050.t003	believe%2:31:00::
believe#v	senseval3.d002.s063.t001	believe%2:31:00::
believe#v	semeval2007.d001.s003.t002	believe%2:31:04::
believe_in#v	senseval3.d001.s009.t008	believe_in%2:31:01::
believe_in#v	senseval3.d001.s009.t019	believe_in%2:31:01::
bell#n	senseval2.d000.s003.t011	bell%1:06:00::
bell#n	senseval2.d000.s005.t008	bell%1:06:00::
bell#n	senseval2.d000.s006.t007	bell%1:06:00::
bell#n	senseval2.d000.s007.t005	bell%1:06:00::
bell#n	senseval2.d000.s010.t013	bell%1:06:00::
bell#n	senseval2.d000.s013.t008	bell%1:06:00::
bell#n	senseval2.d000.s015.t008	bell%1:06:00::
bell#n	senseval2.d000.s017.t005	bell%1:06:00::
bell#n	senseval2.d000.s018.t009	bell%1:06:00::
bell#n	senseval2.d000.s019.t001	bell%1:06:00::
bell#n	senseval2.d000.s019.t005	bell%1:06:00::
bell#n	senseval2.d000.s019.t014	bell%1:06:00::
bell#n	senseval2.d000.s020.t006	bell%1:06:00::
bell#n	senseval2.d000.s026.t007	bell%1:06:00::
bell#n	senseval2.d000.s028.t005	bell%1:06:00::
bell#n	senseval2.d000.s029.t008	bell%1:06:00::
bell#n	senseval2.d000.s030.t004	bell%1:06:00::
bell#n	senseval2.d000.s041.t005	bell%1:06:00::
bell#n	senseval2.d000.s042.t000	bell%1:06:00::
bell#n	senseval2.d000.s047.t001	bell%1:06:00::
bell#n	senseval2.d000.s050.t013	bell%1:06:00::
bell#n	senseval2.d000.s054.t004	bell%1:06:00::
bell_ringer#n	senseval2.d000.s046.t006	bell_ringer%1:18:01::
bell_ringer#n	senseval2.d000.s053.t003	bell_ringer%1:18:01::
bell_ringing#n	senseval2.d000.s050.t006	bell_ringing%1:04:00::
bell_ringing#n	senseval2.d000.s059.t000	bell_ringing%1:04:00::
bell_tower#n	senseval2.d000.s044.t006	bell_tower%1:06:00::
belong#v	semeval2007.d001.s035.t003	belong%2:42:01::
belong_to#v	senseval2.d000.s010.t000	belong_to%2:42:00::
belong_to#v	semeval2015.d000.s022.t009	belong_to%2:42:00::
below#r	senseval2.d000.s035.t011	below%4:02:06::
below#r	semeval2015.d001.s008.t000	below%4:02:01::
beneficiary#n	senseval2.d001.s018.t001	beneficiary%1:18:00::
benefit#n	senseval3.d001.s010.t018	benefit%1:07:00::
benefit#n	senseval3.d001.s013.t004	benefit%1:21:00::
benefit#n	senseval3.d001.s016.t003	benefit%1:07:00::
benefit#n	senseval3.d001.s016.t017	benefit%1:21:00::
benefit#n	senseval3.d001.s020.t013	benefit%1:21:00::
benefit#n	senseval3.d001.s029.t011	benefit%1:21:00::
benefit#n	senseval3.d001.s031.t001	benefit%1:07:00::
benefit#n	senseval3.d001.s031.t014	benefit%1:07:00::
benefit#n	senseval3.d001.s033.t010	benefit%1:07:00::
benefit#n	senseval3.d001.s035.t007	benefit%1:07:00::
benefit#n	senseval3.d001.s036.t025	benefit%1:07:00::
benefit#n	senseval3.d001.s039.t010	benefit%1:07:00::
benefit#n	semeval2013.d006.s016.t002	benefit%1:07:00::
benefit#n	semeval2015.d000.s030.t000	benefit%1:07:00::
benefit#n	semeval2015.d002.s011.t010	benefit%1:07:00::
benefit#n	semeval2015.d003.s015.t000	benefit%1:07:00::
best#a	senseval2.d000.s032.t007	best%3:00:00::
best#a	senseval2.d002.s025.t000	best%3:00:00::
best#a	senseval2.d002.s072.t006	best%3:00:00::
best#a	senseval2.d002.s077.t005	best%3:00:00::
best#a	semeval2015.d001.s009.t003	best%3:00:00::
better#a	senseval2.d002.s034.t006	better%5:00:00:advisable:00
better#a	senseval2.d002.s059.t010	better%3:00:00::
bid#n	semeval2013.d003.s005.t000	bid%1:10:00::
bid#n	semeval2013.d003.s015.t000	bid%1:10:00::
bid#n	semeval2013.d003.s018.t001	bid%1:10:00::
big#a	senseval2.d001.s057.t006	big%3:00:01::
big#a	senseval3.d001.s009.t020	big%3:00:01::
big#a	senseval3.d002.s081.t006	big%3:00:01::
big_league#n	semeval2013.d000.s027.t000	big_league%1:14:00::
bill#n	senseval3.d000.s122.t001	bill%1:10:01::
billion#n	semeval2013.d012.s011.t002	billion%1:23:01::
biochemistry#n	semeval2013.d007.s013.t004	biochemistry%1:09:00::
biochemistry#n	semeval2013.d007.s015.t003	biochemistry%1:09:00::
biologist#n	senseval2.d001.s055.t002	biologist%1:18:00::
biologist#n	senseval2.d001.s066.t004	biologist%1:18:00::
bird#n	senseval3.d002.s072.t004	bird%1:05:00::
birth#n	senseval2.d001.s019.t015	birth%1:11:00::
bit#n	senseval2.d000.s032.t001	bit%1:23:01::
bit#n	senseval2.d001.s044.t003	bit%1:17:00::
bit#n	senseval2.d001.s070.t010	bit%1:17:00::
bit#n	semeval2007.d002.s002.t004	bit%1:23:01::
bitch#n	senseval3.d000.s125.t000	bitch%1:18:00::
bizarre#a	senseval2.d002.s075.t003	bizarre%5:00:00:unconventional:01
black#a	senseval3.d002.s024.t007	black%3:00:01::
blame#v	senseval2.d002.s051.t003	blame%2:31:00::
blare#v	senseval3.d000.s013.t003	blare%2:39:00::
blasphemous#a	senseval2.d002.s004.t010	blasphemous%5:00:00:irreverent:00
bleary#a	senseval3.d000.s001.t002	bleary%5:00:00:indistinct:00
bless#v	senseval2.d000.s064.t003	bless%2:40:00::
block#n	senseval3.d002.s018.t007	block%1:06:00::
block#v	semeval2015.d000.s023.t004	block%2:41:01::
block#v	semeval2015.d003.s012.t000	block%2:41:00::
blood#n	senseval3.d000.s083.t006	blood%1:08:00::
blood_count#n	semeval2015.d000.s018.t006	blood_count%1:23:00::
bloodshot#a	senseval3.d000.s106.t001	bloodshot%5:00:00:unhealthy:00
blue#a	senseval3.d002.s140.t004	blue%5:00:00:chromatic:00
bluff#n	senseval3.d000.s023.t003	bluff%1:04:00::
blur#v	senseval3.d000.s011.t000	blur%2:30:00::
body#n	senseval3.d000.s082.t005	body%1:08:00::
body#n	senseval3.d001.s040.t005	body%1:14:00::
body#n	senseval3.d002.s059.t003	body%1:08:00::
body#n	semeval2015.d000.s009.t015	body%1:08:00::
body#n	semeval2015.d000.s014.t003	body%1:08:00::
body#n	semeval2015.d000.s023.t000	body%1:08:00::
bombing#n	semeval2013.d003.s010.t002	bombing%1:04:01::
bond#n	semeval2013.d002.s012.t001	bond%1:21:02::
bond#n	semeval2013.d002.s012.t005	bond%1:21:02::
bonus#n	semeval2013.d004.s004.t006	bonus%1:21:00::
book#n	senseval3.d002.s023.t001	book%1:06:00::
book#n	senseval3.d002.s067.t000	book%1:06:00::
book#n	senseval3.d002.s123.t000	book%1:06:00::
book#n	semeval2007.d001.s003.t005	book%1:10:00::
book#n	semeval2007.d001.s005.t000	book%1:10:00::
book#n	semeval2013.d011.s012.t001	book%1:10:00::
booklet#n	senseval2.d000.s050.t009	booklet%1:10:00::
boost#n	semeval2013.d000.s010.t002	boost%1:04:01::
border#n	senseval3.d002.s040.t005	border%1:15:00::
border#n	semeval2013.d006.s024.t000	border%1:15:00::
bother#v	senseval3.d000.s051.t001	bother%2:37:00::
bother#v	senseval3.d000.s086.t003	bother%2:41:00::
bother#v	semeval2007.d000.s025.t000	bother%2:41:00::
bottom#n	senseval2.d000.s034.t006	bottom%1:15:00::
bottom#n	senseval3.d000.s105.t006	bottom%1:15:00::
bottom#n	senseval3.d000.s159.t002	bottom%1:15:01::
bounce#v	senseval3.d002.s098.t002	bounce%2:38:02::
bounce#v	senseval3.d002.s120.t007	bounce%2:35:03::
bounded#a	semeval2015.d001.s016.t002	bounded%5:00:00:finite:00
bourbon#n	senseval3.d000.s100.t006	bourbon%1:13:00::
bowel#n	senseval2.d001.s059.t004	bowel%1:08:00::
box#n	semeval2015.d001.s048.t004	box%1:25:00::
brain#n	senseval2.d001.s035.t011	brain%1:08:00::
brain#n	senseval2.d001.s083.t010	brain%1:08:00::
brain#n	senseval3.d000.s138.t005	brain%1:09:01::
brake#n	senseval3.d000.s013.t000	brake%1:06:00::
brand#n	senseval3.d001.s009.t002	brand%1:10:00::
brand#n	senseval3.d001.s009.t007	brand%1:09:00::
brand#n	senseval3.d001.s009.t018	brand%1:09:00::
brave#v	senseval3.d002.s054.t001	brave%2:42:00::
brazil#n	semeval2013.d008.s003.t000	brazil%1:15:00::
brazil#n	semeval2013.d008.s012.t003	brazil%1:15:00::
brazil#n	semeval2013.d008.s020.t000	brazil%1:15:00::
brazil#n	semeval2013.d008.s027.t000	brazil%1:15:00::
breach#n	semeval2013.d009.s017.t000	breach%1:04:01::
break#n	senseval3.d000.s065.t002	break%1:04:02::
break#v	senseval3.d000.s119.t000	break%2:30:02::
break_in#v	senseval3.d000.s121.t004	break_in%2:32:00::
breast#n	senseval2.d001.s031.t012	breast%1:08:00::
breast#n	senseval2.d001.s032.t002	breast%1:08:00::
breast#n	senseval2.d001.s079.t002	breast%1:08:00::
breast#n	senseval2.d001.s080.t002	breast%1:08:00::
breathe#v	senseval3.d002.s111.t001	breathe%2:29:00::
bribe#v	semeval2007.d001.s013.t006	bribe%2:40:00::
bribe#v	semeval2007.d001.s023.t000	bribe%2:40:00::
brick#n	senseval3.d002.s086.t009	brick%1:06:00::
bricklayer#n	semeval2013.d011.s002.t004	bricklayer%1:18:00::
bright#a	senseval2.d000.s057.t000	bright%5:00:00:auspicious:00
bright#a	senseval2.d002.s025.t001	bright%5:00:00:intelligent:00
bright#a	senseval3.d000.s006.t002	bright%5:00:00:colorful:00
bright#a	senseval3.d000.s120.t012	bright%5:00:00:reverberant:00
brilliant#a	senseval2.d002.s030.t000	brilliant%5:00:00:intelligent:00
bring#v	senseval3.d001.s013.t010	bring%2:38:00::
bring#v	senseval3.d001.s023.t006	bring%2:38:00::
bring_home#v	senseval3.d001.s016.t015	bring_home%2:40:00::
britain#n	senseval2.d000.s007.t003	britain%1:15:00::
britain#n	senseval2.d000.s059.t012	britain%1:15:00::
britain#n	senseval2.d000.s060.t000	britain%1:15:00::
britain#n	senseval2.d001.s033.t007	britain%1:15:00::
british#a	senseval2.d002.s074.t007	british%3:01:00::
broadcaster#n	semeval2013.d004.s003.t002	broadcaster%1:18:00::
broker#v	semeval2007.d001.s036.t011	broker%2:40:00::
bronze#n	senseval2.d000.s028.t004	bronze%1:27:00::
buckle#v	senseval3.d002.s022.t005	buckle%2:30:00::
buddy#n	senseval3.d000.s004.t001	buddy%1:18:00::
budget#n	senseval3.d001.s034.t008	budget%1:21:02::
budget#n	semeval2013.d011.s021.t003	budget%1:21:03::
budget#n	semeval2013.d011.s022.t012	budget%1:21:03::
build#v	senseval3.d002.s110.t002	build%2:36:00::
building#n	senseval3.d002.s011.t004	building%1:06:00::
building#n	senseval3.d002.s018.t002	building%1:06:00::
building#n	senseval3.d002.s028.t000	building%1:06:00::
building#n	senseval3.d002.s051.t002	building%1:06:00::
building#n	senseval3.d002.s066.t000	building%1:06:00::
building#n	senseval3.d002.s109.t006	building%1:06:00::
building_block#n	semeval2015.d000.s023.t010	building_block%1:17:00::
bulletin#n	senseval3.d002.s003.t001	bulletin%1:10:00::
bulletin_board#n	senseval3.d002.s002.t006	bulletin_board%1:06:01::
bundle#v	senseval3.d002.s140.t003	bundle%2:35:00::
burden#n	senseval3.d000.s071.t010	burden%1:09:01::
burden#n	senseval3.d001.s041.t027	burden%1:09:01::
burden#n	semeval2013.d000.s001.t010	burden%1:09:01::
burden#n	semeval2013.d011.s000.t001	burden%1:09:01::
burden#n	semeval2013.d011.s008.t002	burden%1:09:01::
burden#n	semeval2013.d011.s011.t002	burden%1:09:01::
burn#v	senseval3.d000.s006.t007	burn%2:37:00::
burn#v	senseval3.d000.s152.t001	burn%2:43:01::
burn#v	senseval3.d002.s029.t002	burn%2:30:00::
burner#n	semeval2007.d002.s036.t003	burner%1:06:00::
burner#n	semeval2007.d002.s044.t002	burner%1:06:00::
bush_administration#n	semeval2013.d000.s013.t003	bush_administration%1:14:01::
business#n	senseval3.d000.s128.t001	business%1:14:00::
business#n	semeval2013.d004.s006.t004	business%1:14:00::
business#n	semeval2013.d009.s020.t002	business%1:09:01::
business_school#n	senseval3.d001.s047.t001	business_school%1:14:00::
buy#v	senseval3.d000.s025.t007	buy%2:40:00::
buy#v	senseval3.d000.s116.t004	buy%2:40:00::
buy#v	senseval3.d001.s009.t001	buy%2:40:00::
cab#n	senseval3.d000.s016.t009	cab%1:06:02::
calculate#v	semeval2015.d000.s014.t005	calculate%2:31:00::
calculation#n	semeval2015.d001.s008.t007	calculation%1:09:00::
calif.#n	semeval2013.d007.s007.t002	calif.%1:15:00::
call#v	senseval2.d000.s003.t014	call%2:32:05::
call#v	senseval2.d000.s027.t008	call%2:32:00::
call#v	senseval2.d001.s008.t001	call%2:32:02::
call#v	senseval2.d001.s011.t008	call%2:32:02::
call#v	senseval2.d001.s030.t007	call%2:32:02::
call#v	senseval2.d001.s056.t010	call%2:32:02::
call#v	senseval2.d001.s073.t011	call%2:32:02::
call#v	senseval2.d002.s018.t003	call%2:32:00::
call#v	senseval3.d000.s023.t002	call%2:40:05::
call_out#v	senseval3.d000.s013.t006	call_out%2:32:01::
calm#a	senseval3.d002.s088.t001	calm%5:00:00:composed:00
camera#n	semeval2013.d005.s025.t001	camera%1:06:00::
campaign#n	senseval3.d001.s030.t005	campaign%1:11:00::
campaign#n	semeval2013.d005.s023.t007	campaign%1:11:00::
canada#n	senseval2.d001.s033.t006	canada%1:15:00::
cancer#n	senseval2.d001.s000.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s001.t009	cancer%1:26:00::
cancer#n	senseval2.d001.s002.t009	cancer%1:26:00::
cancer#n	senseval2.d001.s004.t016	cancer%1:26:00::
cancer#n	senseval2.d001.s005.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s006.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s007.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s012.t013	cancer%1:26:00::
cancer#n	senseval2.d001.s013.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s015.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s016.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s016.t016	cancer%1:26:00::
cancer#n	senseval2.d001.s017.t013	cancer%1:26:00::
cancer#n	senseval2.d001.s019.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s022.t018	cancer%1:26:00::
cancer#n	senseval2.d001.s024.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s025.t014	cancer%1:26:00::
cancer#n	senseval2.d001.s026.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s031.t013	cancer%1:26:00::
cancer#n	senseval2.d001.s032.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s035.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s036.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s036.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s038.t002	cancer%1:26:00::
cancer#n	senseval2.d001.s043.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s045.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s051.t009	cancer%1:26:00::
cancer#n	senseval2.d001.s053.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s055.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s056.t008	cancer%1:26:00::
cancer#n	senseval2.d001.s057.t004	cancer%1:26:00::
cancer#n	senseval2.d001.s057.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s057.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s058.t002	cancer%1:26:00::
cancer#n	senseval2.d001.s058.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s062.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s065.t005	cancer%1:26:00::
cancer#n	senseval2.d001.s075.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s076.t005	cancer%1:26:00::
cancer#n	senseval2.d001.s076.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s077.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s078.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s080.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s080.t015	cancer%1:26:00::
cancer#n	senseval2.d001.s081.t004	cancer%1:26:00::
cancer#n	senseval2.d001.s082.t009	cancer%1:26:00::
cancer#n	senseval2.d001.s083.t012	cancer%1:26:00::
cancer#n	senseval2.d001.s085.t006	cancer%1:26:00::
cancer#n	senseval2.d001.s086.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s087.t010	cancer%1:26:00::
cancer#n	senseval2.d001.s088.t007	cancer%1:26:00::
cancer#n	senseval2.d001.s088.t011	cancer%1:26:00::
cancer#n	senseval2.d001.s091.t003	cancer%1:26:00::
cancer#n	senseval2.d001.s094.t008	cancer%1:26:00::
cancer#n	semeval2015.d000.s008.t003	cancer%1:26:00::
cancer#n	semeval2015.d000.s008.t006	cancer%1:26:00::
cancer#n	semeval2015.d000.s009.t004	cancer%1:26:00::
cancer#n	semeval2015.d000.s009.t021	cancer%1:26:00::
cancer#n	semeval2015.d000.s036.t003	cancer%1:26:00::
cancer#n	semeval2015.d000.s037.t002	cancer%1:26:00::
cancer#n	semeval2015.d003.s008.t010	cancer%1:26:00::
cancer_cell#n	semeval2015.d000.s022.t008	cancer_cell%1:08:00::
cancerous#a	senseval2.d001.s012.t008	cancerous%5:00:00:malignant:02
cancerous#a	senseval2.d001.s030.t013	cancerous%5:00:00:malignant:02
cancerous#a	senseval2.d001.s073.t015	cancerous%5:00:00:malignant:02
candidacy#n	senseval3.d001.s004.t005	candidacy%1:04:00::
candidate#n	senseval3.d001.s000.t007	candidate%1:18:01::
candidate#n	senseval3.d001.s001.t010	candidate%1:18:01::
candidate#n	senseval3.d001.s025.t008	candidate%1:18:01::
candidate#n	senseval3.d001.s026.t001	candidate%1:18:01::
candidate#n	senseval3.d001.s027.t002	candidate%1:18:01::
candidate#n	senseval3.d001.s027.t014	candidate%1:18:01::
candidate#n	senseval3.d001.s041.t017	candidate%1:18:01::
candidate#n	senseval3.d001.s042.t001	candidate%1:18:01::
candidate#n	senseval3.d001.s042.t006	candidate%1:18:01::
candidate#n	senseval3.d001.s045.t015	candidate%1:18:01::
